SYMBOL,GeneID,Median(Tumor),Median(Normal),Log2FC,adjp
TMSB4X,ENSG00000205542,5503.37,636.403,3.11,8.16E-55
SERF1B,ENSG00000205572,31.831,11.19,1.429,1.42E-48
HMGN1,ENSG00000205581,149.375,51.76,1.511,9.13E-41
LIN52,ENSG00000205659,3.92,1.29,1.103,3.32E-51
ITSN1,ENSG00000205726,13.36,2.44,2.062,9.16E-60
ITPRIPL2,ENSG00000205730,12.57,3.12,1.72,1.13E-49
RP9P,ENSG00000205763,5.96,2.47,1.004,2.01E-33
RP11-473M20.5,ENSG00000205890,0.72,5.54,-1.927,3.07E-53
ONECUT3,ENSG00000205922,1.6,0,1.379,1.88E-23
RNPS1,ENSG00000205937,123.596,34.501,1.811,5.55E-55
NYNRIN,ENSG00000205978,7.14,1.35,1.792,3.54E-52
IFITM5,ENSG00000206013,0.03,1.4,-1.22,1.6E-28
HN1L,ENSG00000206053,38.7,10.88,1.741,4E-51
SERPINB5,ENSG00000206075,19.7,0.06,4.287,1.3E-64
ZDHHC11B,ENSG00000206077,1.48,4.7,-1.201,1.14E-21
HCP5,ENSG00000206337,20.18,1.51,3.077,3.21E-59
HLA-H,ENSG00000206341,52.301,2.67,3.86,2.39E-73
RAB12,ENSG00000206418,22.29,6.45,1.644,3.48E-55
HLA-A,ENSG00000206503,1174.555,61.311,4.238,1.16E-80
HACD2,ENSG00000206527,16.61,4.73,1.62,1.67E-55
VGLL3,ENSG00000206538,2.53,0.68,1.071,1.2E-13
PRSS50,ENSG00000206549,0.47,1.99,-1.024,1.77E-18
METTL6,ENSG00000206562,8.29,2.54,1.392,2.14E-64
MT-RNR2,ENSG00000210082,4773.063,2041.338,1.225,8.55E-15
STK38L,ENSG00000211455,19.87,3.99,2.064,1.01E-49
MT-RNR1,ENSG00000211459,1359.631,486.838,1.48,7.78E-24
TSN,ENSG00000211460,29.999,8,1.784,2.39E-69
IGKC,ENSG00000211592,2508.657,22.55,6.736,3.67E-49
IGKV4-1,ENSG00000211598,59.26,0.57,5.262,8.55E-47
IGKV6-21,ENSG00000211611,2.96,0,1.986,3.13E-20
IGKV3D-20,ENSG00000211625,3.69,0,2.23,2.44E-28
IGKV3D-11,ENSG00000211632,1.11,0,1.077,8.4E-22
IGLV4-69,ENSG00000211637,7.16,0.08,2.918,4.31E-30
IGLV8-61,ENSG00000211638,6.73,0.16,2.736,1.66E-24
IGLV4-60,ENSG00000211639,1.25,0,1.17,1.37E-08
IGLV6-57,ENSG00000211640,7.65,0.07,3.015,6.64E-37
IGLV10-54,ENSG00000211642,2.81,0,1.93,5.81E-24
IGLV1-51,ENSG00000211644,28.829,0.88,3.988,1.35E-36
IGLV1-47,ENSG00000211648,23.831,0.25,4.312,2.01E-40
IGLV7-46,ENSG00000211649,8.02,0.17,2.947,6.7E-30
IGLV5-45,ENSG00000211650,2.78,0,1.918,2.29E-22
IGLV1-44,ENSG00000211651,30.589,0.28,4.625,2.9E-39
IGLV7-43,ENSG00000211652,5.44,0,2.687,6.05E-30
IGLV1-40,ENSG00000211653,58.141,0.54,5.263,2.16E-42
IGLV1-36,ENSG00000211655,1.66,0,1.411,1.57E-16
IGLV3-27,ENSG00000211658,1.11,0,1.077,1.53E-18
IGLV3-25,ENSG00000211659,24.38,0.18,4.427,1.98E-36
IGLV2-23,ENSG00000211660,39.821,0.35,4.918,7.33E-47
IGLV3-21,ENSG00000211662,13.9,0.13,3.721,2.64E-36
IGLV3-19,ENSG00000211663,23.4,0.23,4.31,5.85E-39
IGLV2-18,ENSG00000211664,2.46,0,1.791,2.69E-24
IGLV2-14,ENSG00000211666,75.441,1.35,5.024,1.1E-38
IGLV2-11,ENSG00000211668,33.091,0.61,4.404,3.23E-39
IGLV3-10,ENSG00000211669,7.24,0.14,2.854,3.34E-25
IGLV3-9,ENSG00000211670,1.95,0,1.561,2.39E-18
IGLV3-1,ENSG00000211673,29.549,0.19,4.682,1.32E-41
IGLC1,ENSG00000211675,323.113,3.55,6.155,8.02E-48
IGLC2,ENSG00000211677,812.373,7.85,6.522,5.54E-46
IGLC3,ENSG00000211679,361.762,3.9,6.21,1.54E-47
IGLC7,ENSG00000211685,4.67,0,2.503,2E-26
TRBV20-1,ENSG00000211747,1.91,0,1.541,5.55E-33
TRBV25-1,ENSG00000211751,14.41,0.51,3.351,5.29E-54
TRBC2,ENSG00000211772,43.299,1.17,4.352,1.94E-62
TRDC,ENSG00000211829,1.16,0.06,1.027,5.48E-31
IGHA2,ENSG00000211890,160.986,3.6,5.138,2.7E-33
IGHG4,ENSG00000211892,112.789,0.2,6.567,3.28E-46
IGHG2,ENSG00000211893,167.741,1.17,6.281,6.83E-51
IGHA1,ENSG00000211895,797.919,13.96,5.739,3.69E-39
IGHG1,ENSG00000211896,886.329,3.9,7.501,5.21E-56
IGHG3,ENSG00000211897,85.537,0.39,5.96,1.62E-47
IGHD,ENSG00000211898,2.1,0.08,1.521,1.76E-18
IGHM,ENSG00000211899,121.818,2.24,5.244,1.13E-44
IGHV6-1,ENSG00000211933,3.76,0,2.251,2.16E-30
IGHV1-2,ENSG00000211934,12.43,0.13,3.571,2.82E-28
IGHV1-3,ENSG00000211935,3.53,0,2.18,3.1E-18
IGHV2-5,ENSG00000211937,11.47,0.12,3.477,5.2E-36
IGHV3-7,ENSG00000211938,18.9,0.27,3.97,1.77E-37
IGHV3-11,ENSG00000211941,12.04,0.1,3.567,9.99E-34
IGHV3-13,ENSG00000211942,2.61,0,1.852,3.16E-21
IGHV3-15,ENSG00000211943,17.97,0.23,3.947,5.79E-39
IGHV1-18,ENSG00000211945,18.64,0.13,4.119,8.24E-38
IGHV3-21,ENSG00000211947,23.41,0.16,4.395,2.29E-42
IGHV3-23,ENSG00000211949,49.531,0.47,5.103,2.63E-38
IGHV1-24,ENSG00000211950,6.56,0,2.918,6.13E-30
IGHV2-26,ENSG00000211951,2.69,0,1.884,1.38E-22
IGHV3-33,ENSG00000211955,27.2,0.32,4.417,2.52E-38
IGHV4-34,ENSG00000211956,9.1,0.11,3.186,2.89E-31
IGHV4-39,ENSG00000211959,23.259,0.18,4.362,5.72E-38
IGHV1-46,ENSG00000211962,4.34,0.06,2.333,1.04E-29
IGHV3-48,ENSG00000211964,1.55,0,1.35,2.6E-18
IGHV3-49,ENSG00000211965,6.35,0.1,2.74,5.81E-30
IGHV5-51,ENSG00000211966,25.69,0.18,4.499,8.93E-43
IGHV3-53,ENSG00000211967,2.44,0,1.782,3.53E-28
IGHV4-61,ENSG00000211970,9.54,0.06,3.314,5.11E-35
IGHV3-66,ENSG00000211972,1.62,0,1.39,1.22E-20
IGHV1-69,ENSG00000211973,3.78,0,2.257,5.89E-21
IGHV2-70,ENSG00000211974,1.19,0,1.131,7.52E-18
IGHV3-73,ENSG00000211976,3.52,0,2.176,5.03E-25
SNORD17,ENSG00000212232,1.37,0,1.245,3.35E-10
FAM127C,ENSG00000212747,8.68,2.25,1.575,1.12E-45
RPL15P3,ENSG00000212802,15.39,5.33,1.373,2.66E-43
RNF208,ENSG00000212864,7.06,2.97,1.022,2.51E-14
NUP62,ENSG00000213024,29.4,8.3,1.709,2.03E-57
SFT2D2,ENSG00000213064,7.87,2.28,1.435,1.48E-67
TCTEX1D2,ENSG00000213123,10.34,2.58,1.663,6.77E-52
YWHAZP4,ENSG00000213131,1.85,0.06,1.427,1.41E-57
KLHL23,ENSG00000213160,4.61,1,1.488,3.04E-41
RP11-641D5.1,ENSG00000213178,290.037,59.141,2.275,2.14E-61
TRIM59,ENSG00000213186,3.69,0.43,1.714,6.05E-66
SUPT4H1,ENSG00000213246,66.329,18.67,1.775,2.38E-62
YWHAZP5,ENSG00000213260,2.11,0.06,1.553,1.19E-53
NRAS,ENSG00000213281,14.6,3.29,1.863,3.17E-60
HNRNPA3P6,ENSG00000213300,5.62,0.87,1.824,3.37E-66
LTC4S,ENSG00000213316,5.01,1.45,1.295,2.49E-26
GSTM2,ENSG00000213366,21.491,51.15,-1.213,7.31E-17
LINC00671,ENSG00000213373,0.23,11.69,-3.367,1.1E-59
HAUS7,ENSG00000213397,16.87,5.94,1.365,7.39E-44
PTPRCAP,ENSG00000213402,7.15,0.89,2.108,1.55E-33
HNRNPA1P33,ENSG00000213412,5.8,0.06,2.681,8.34E-46
RPLP1P6,ENSG00000213433,1.71,0.31,1.049,1.13E-38
RP11-75L1.2,ENSG00000213443,3.19,1.02,1.053,2.23E-24
SIPA1,ENSG00000213445,46.278,7.84,2.419,3.91E-57
ERV3-1,ENSG00000213462,7.04,2.49,1.204,4.42E-17
SYNJ2BP,ENSG00000213463,9.64,2.92,1.441,9.46E-62
RBMXL1,ENSG00000213516,4.56,1.71,1.037,4.5E-39
SRA1,ENSG00000213523,30.38,8.55,1.716,5.85E-70
RPLP0P6,ENSG00000213553,21.64,10.06,1.034,4.56E-32
VDAC1,ENSG00000213585,177.896,34.75,2.323,1.15E-68
ZBTB9,ENSG00000213588,3.87,1.19,1.153,3.2E-62
TMX2,ENSG00000213593,62.43,25.351,1.267,1.32E-44
HEXA,ENSG00000213614,92.539,23.85,1.912,4.81E-59
NDUFS3,ENSG00000213619,93.04,31.029,1.554,1.16E-55
LEPROT,ENSG00000213625,36.719,12.7,1.461,2.63E-41
LBH,ENSG00000213626,62.232,3.78,3.726,5.93E-76
PPP1CB,ENSG00000213639,80.929,15.39,2.322,2.2E-60
SULT1A4,ENSG00000213648,15.5,1.8,2.559,8.45E-49
GPSM3,ENSG00000213654,31.18,2.14,3.357,6.71E-66
LAT,ENSG00000213658,8.01,3.36,1.047,2.57E-16
NCKIPSD,ENSG00000213672,14.33,4.95,1.365,1E-47
TREX1,ENSG00000213689,26.7,10.56,1.261,6.42E-36
S1PR3,ENSG00000213694,6.92,1.56,1.629,4.33E-37
SLC35F6,ENSG00000213699,17.89,4.06,1.9,2.01E-78
ZNF134,ENSG00000213762,5.95,1.73,1.348,5.88E-45
KCTD11,ENSG00000213859,13.63,2.92,1.9,6.52E-69
YBX1P10,ENSG00000213866,2.14,0.4,1.165,7.86E-55
UBD,ENSG00000213886,108.563,3.69,4.546,7.97E-38
PPM1N,ENSG00000213889,3.69,0.26,1.896,1.51E-57
LIPE-AS1,ENSG00000213904,7.54,2.75,1.187,6.76E-30
MDP1,ENSG00000213920,20.87,8.41,1.217,5.96E-45
IRF9,ENSG00000213928,84.01,21.091,1.944,2.13E-38
ITGA1,ENSG00000213949,14.26,1.55,2.581,1.5E-65
NUDT19,ENSG00000213965,5.63,2.22,1.042,7.13E-49
TAX1BP3,ENSG00000213977,162.286,28.479,2.47,3.15E-59
TM6SF2,ENSG00000213996,1.98,0.13,1.399,6.24E-39
SMIM7,ENSG00000214046,75.238,33.709,1.135,5.46E-36
UCA1,ENSG00000214049,7.43,0.13,2.899,8.69E-37
TSPAN4,ENSG00000214063,50.219,15.519,1.633,7.82E-37
LDHAP4,ENSG00000214110,2.33,0.61,1.048,1.31E-21
MYCBP,ENSG00000214114,16.48,6.5,1.221,9.35E-44
PTMAP5,ENSG00000214182,6.69,1.1,1.873,4.59E-41
SH3D21,ENSG00000214193,5.24,0.44,2.115,3.85E-44
LINC00998,ENSG00000214194,39.921,9.96,1.901,5.53E-72
HNRNPA1P10,ENSG00000214223,3.53,0.95,1.216,1.44E-38
FIS1,ENSG00000214253,178.18,78.113,1.179,3.25E-33
SPDYE3,ENSG00000214300,2.29,0.5,1.133,5.27E-64
NEURL1B,ENSG00000214357,7.96,1.97,1.593,8.06E-45
RCN1P2,ENSG00000214455,6.97,2.32,1.263,1.19E-22
PLIN5,ENSG00000214456,1.34,46.61,-4.347,3.06E-86
RPL7P1,ENSG00000214485,32.839,11.99,1.381,1.15E-20
PPME1,ENSG00000214517,26.611,6.56,1.869,6.66E-74
MEG3,ENSG00000214548,29.65,149.758,-2.298,2.17E-24
ZBED1,ENSG00000214717,24.261,8.12,1.47,1.13E-46
TOMM6,ENSG00000214736,178.044,75.441,1.228,1.75E-37
HNRNPUL2,ENSG00000214753,37.39,13.85,1.37,1.69E-47
FER1L6,ENSG00000214814,1.22,0,1.151,2.42E-14
UBXN2B,ENSG00000215114,8.3,3.38,1.086,7.11E-41
MUC5AC,ENSG00000215182,12.01,0.01,3.687,3.81E-28
PEX26,ENSG00000215193,15.19,4.16,1.65,2.02E-62
FASTKD5,ENSG00000215251,6.08,1.88,1.298,4.31E-59
GOLGA8B,ENSG00000215252,12.33,155.588,-3.554,3.83E-68
HOMEZ,ENSG00000215271,9.12,3.3,1.235,4.01E-51
TMED11P,ENSG00000215367,0.14,72.028,-6.001,4.91E-66
MIR99AHG,ENSG00000215386,4.78,0.55,1.899,2.03E-48
RPL17-C18orf32,ENSG00000215472,12.7,3.81,1.51,7.59E-31
TMEM242,ENSG00000215712,5.28,2.11,1.014,1.09E-47
TMEM167B,ENSG00000215717,19.251,6.73,1.389,2.92E-48
TNFRSF25,ENSG00000215788,7.86,2.32,1.416,4.67E-21
WI2-1896O14.1,ENSG00000215861,3.89,0.9,1.364,1.75E-29
MMP23A,ENSG00000215914,6.92,0.66,2.254,4.78E-43
IFI30,ENSG00000216490,235.583,20.069,3.489,2.54E-56
RPS2P55,ENSG00000216866,3.86,0.63,1.576,1.1E-72
ISCA1P1,ENSG00000217416,2.47,0.64,1.081,1.41E-22
RP11-204C16.4,ENSG00000217624,1.29,0.05,1.125,2.47E-47
MORF4L1P1,ENSG00000218283,17.6,4.69,1.709,2.38E-49
TENM3,ENSG00000218336,2.82,0.48,1.368,2.71E-41
LINC00339,ENSG00000218510,13.94,46.681,-1.674,1.3E-36
RNASEK,ENSG00000219200,297.613,90.371,1.708,3.89E-44
FAM19A5,ENSG00000219438,9.14,0.91,2.408,2.73E-61
FTH1P8,ENSG00000219507,10.26,1.13,2.402,1.28E-73
RP11-40C6.2,ENSG00000219928,611.453,0,9.258,1.14E-135
PPP3R1,ENSG00000221823,27.149,7.42,1.741,2.82E-64
FAM200A,ENSG00000221909,3.86,1.28,1.092,7.76E-59
PPP2R2A,ENSG00000221914,25.37,8.55,1.465,8.44E-40
ZNF880,ENSG00000221923,9.6,2.55,1.578,1.53E-33
TRIM16,ENSG00000221926,26.6,3.02,2.779,1.2E-69
TIGD1,ENSG00000221944,2.8,0.89,1.008,4.98E-30
XKR9,ENSG00000221947,2.28,0.17,1.487,4.58E-38
SLC12A8,ENSG00000221955,12.71,4.58,1.297,1.76E-31
LINC00152,ENSG00000222041,63.438,4.8,3.474,3.96E-70
RN7SKP54,ENSG00000222636,7.71,0,3.123,1.12E-26
IGLV9-49,ENSG00000223350,1.19,0,1.131,7.55E-17
MEG9,ENSG00000223403,0.46,2.61,-1.306,5.6E-17
RP11-545E17.3,ENSG00000223478,4.08,1.07,1.295,7.33E-46
RP11-417E7.1,ENSG00000223485,1.15,0,1.104,5.85E-36
RP11-289I10.2,ENSG00000223612,6.67,0.67,2.199,6.17E-73
RP11-554I8.2,ENSG00000223784,1.19,0,1.131,2.97E-30
IL10RB-AS1,ENSG00000223799,5.85,0.88,1.865,3.85E-54
FAM95B1,ENSG00000223839,1.03,5.2,-1.611,2.37E-38
HLA-DPB1,ENSG00000223865,232.227,11.53,4.218,8.84E-65
IGKV3D-15,ENSG00000224041,1.81,0,1.491,1.27E-21
RPS24P8,ENSG00000224094,1.7,0.34,1.011,1.53E-40
UBE2SP2,ENSG00000224126,5.69,0,2.742,1.35E-99
LINC01133,ENSG00000224259,25.44,0.12,4.561,7.55E-56
MSL3P1,ENSG00000224287,2.84,0.36,1.497,1.21E-40
IGHV4-59,ENSG00000224373,16.959,0.21,3.892,4.26E-41
PRR29,ENSG00000224383,1.6,0.27,1.034,3.17E-41
LINC01272,ENSG00000224397,6.96,0.31,2.603,2.06E-49
KRT8P45,ENSG00000224520,1.84,0.39,1.031,2.49E-18
SMIM13,ENSG00000224531,3.4,1.13,1.047,1.37E-53
HLA-DPB2,ENSG00000224557,1.04,0,1.029,1.94E-32
HNRNPA1P48,ENSG00000224578,13.97,6.36,1.024,1.83E-26
RP11-51O6.1,ENSG00000224631,38.641,13.47,1.454,4.34E-47
IGHV3-74,ENSG00000224650,9.35,0.2,3.109,1.75E-34
RP11-651P23.4,ENSG00000224831,4.1,0.89,1.432,8.07E-44
GCSHP5,ENSG00000224837,12.2,4.92,1.157,6.35E-44
RP4-758J18.2,ENSG00000224870,13.09,5.97,1.015,8.17E-37
RP11-82L18.2,ENSG00000224945,1.12,6.15,-1.754,1E-32
PLEKHM1,ENSG00000225190,17.07,4.91,1.612,6.29E-57
HSPA7,ENSG00000225217,4.18,1.17,1.255,1.41E-17
RP4-758J18.10,ENSG00000225285,3.58,1.07,1.146,6.96E-15
FREM2-AS1,ENSG00000225350,0,2.54,-1.824,2.71E-41
LINC01504,ENSG00000225434,2.11,0.08,1.526,2.03E-52
JPX,ENSG00000225470,19.2,6.38,1.453,4.21E-53
RPL35P5,ENSG00000225573,8.37,1.64,1.827,1.16E-43
ZNF469,ENSG00000225614,1.84,0.07,1.408,1.68E-48
FAM195B,ENSG00000225663,85.129,35.031,1.257,1.39E-26
IGHV3-72,ENSG00000225698,3.83,0.08,2.161,1.58E-26
FGD5-AS1,ENSG00000225733,40.72,12.88,1.588,1.06E-47
NOL7,ENSG00000225921,40.76,19.56,1.022,2.91E-33
NTF4,ENSG00000225950,1.16,0,1.111,2.8E-22
PIGBOS1,ENSG00000225973,13.19,4.61,1.339,1.45E-58
UBXN10-AS1,ENSG00000225986,1.19,0.07,1.033,1.51E-38
LINC00623,ENSG00000226067,13.67,4.92,1.309,6.95E-36
RP11-61N20.3,ENSG00000226268,3.01,0.36,1.56,8.26E-66
TMEM191A,ENSG00000226287,7.95,1.1,2.091,5.52E-58
NUP50-AS1,ENSG00000226328,6.73,2.75,1.044,5.98E-34
TMEM185B,ENSG00000226479,11.55,3.41,1.509,8.72E-56
FTH1P20,ENSG00000226564,14.97,1.13,2.906,3.98E-82
MIR217HG,ENSG00000226702,0.03,5.74,-2.71,1.06E-64
TBCAP1,ENSG00000226781,1.15,0,1.104,6.14E-39
RP3-417G15.1,ENSG00000227008,6.29,1.83,1.365,5.04E-23
LINC00511,ENSG00000227036,23.98,2.39,2.881,3.51E-73
ITGB2-AS1,ENSG00000227039,2.31,0.32,1.326,1.61E-23
RP11-395B7.4,ENSG00000227053,6.06,0,2.82,3.72E-64
WDR46,ENSG00000227057,40.929,16.31,1.276,3.55E-38
RP3-340N1.2,ENSG00000227066,1.36,0.01,1.224,1.81E-26
RPS28P7,ENSG00000227097,1046.748,244.45,2.094,3.41E-48
PARG,ENSG00000227345,7.51,2.35,1.345,4.85E-57
HPN-AS1,ENSG00000227392,0.06,2.04,-1.52,5.65E-73
SCAMP4,ENSG00000227500,40.929,17.36,1.191,1.14E-34
LTB,ENSG00000227507,17.3,0.63,3.489,9.13E-47
FLJ38122,ENSG00000227508,0.12,8.98,-3.156,3.48E-80
HCG4P5,ENSG00000227766,2.75,0.34,1.485,2E-30
RP3-395M20.9,ENSG00000228037,2.47,0.07,1.697,1.45E-37
RP11-452F19.3,ENSG00000228106,11.52,4.18,1.273,5.46E-40
RNF144A-AS1,ENSG00000228203,0.78,5.26,-1.814,1.62E-47
LINC00578,ENSG00000228221,1.34,0,1.227,1.62E-33
HCG11,ENSG00000228223,2.37,0.4,1.267,6.67E-42
PCAT6,ENSG00000228288,4.17,1.1,1.3,1.83E-48
OST4,ENSG00000228474,359.163,94.68,1.912,2.92E-53
LINC01125,ENSG00000228486,2.19,7.58,-1.427,5.12E-40
RP1-241P17.4,ENSG00000228532,6.93,0.65,2.265,7.75E-23
RP11-392O17.1,ENSG00000228536,0.08,4.72,-2.405,7.51E-39
SPCS2P4,ENSG00000228589,32.401,10.28,1.566,2.99E-53
RP5-884M6.1,ENSG00000228742,1.05,0,1.036,4.52E-29
RP13-39P12.3,ENSG00000228748,6.84,1.52,1.637,3.59E-19
RP4-781K5.2,ENSG00000228830,41.509,14.39,1.466,3.12E-36
RP11-567G11.1,ENSG00000228952,2.82,0,1.934,5.26E-39
PGA4,ENSG00000229183,0.1,4.99,-2.445,1.02E-16
HMGN1P37,ENSG00000229237,3.89,0,2.29,1.24E-88
KRT8P12,ENSG00000229320,6.13,1.1,1.764,9.49E-60
HLA-DRB6,ENSG00000229391,19.149,0.3,3.954,4.73E-63
NAMPTP1,ENSG00000229644,4.55,0.65,1.75,2.15E-27
ZNF688,ENSG00000229809,13.78,5.86,1.107,6.5E-45
PET100,ENSG00000229833,64.619,15.89,1.958,1.86E-63
PGA3,ENSG00000229859,0.14,6.84,-2.782,3.7E-24
RP11-284F21.7,ENSG00000229953,1.82,0.06,1.412,1.9E-34
TMSB4XP6,ENSG00000230043,8.33,0,3.222,9.84E-05
HOXB-AS1,ENSG00000230148,2.57,0.27,1.491,4.76E-40
XXYLT1-AS2,ENSG00000230266,1.49,0,1.316,1.7E-27
FEZF1-AS1,ENSG00000230316,1.12,0,1.084,2.45E-18
GOLGA6L5P,ENSG00000230373,3.16,7.38,-1.01,7.14E-23
TCEA1P2,ENSG00000230409,2.99,0.44,1.47,1.97E-34
RP13-228J13.5,ENSG00000230578,2.76,0.73,1.12,3.16E-23
RPL10P3,ENSG00000230734,1.42,0,1.275,9.31E-52
RP11-318C24.1,ENSG00000230777,1.06,0,1.043,5.73E-07
HLA-K,ENSG00000230795,3.5,0.72,1.388,3.7E-21
RP4-631H13.6,ENSG00000230953,0,4.05,-2.336,1.86E-16
RP11-109P14.10,ENSG00000230955,1.72,0.05,1.373,2.36E-10
HSBP1,ENSG00000230989,90.283,17.23,2.324,3.7E-76
KLF3-AS1,ENSG00000231160,1.51,4.07,-1.014,4.17E-22
HLA-DPA1,ENSG00000231389,192.898,8.45,4.359,1.47E-62
IGHV4-31,ENSG00000231475,4.45,0,2.446,1.82E-27
LINC01354,ENSG00000231768,0.16,1.33,-1.006,2.03E-48
TAPBP,ENSG00000231925,96.348,17.31,2.411,8.86E-57
LEF1-AS1,ENSG00000232021,1.18,0.02,1.096,4.69E-50
LSM12P1,ENSG00000232024,7.32,2.58,1.217,1.51E-33
TMA7,ENSG00000232112,257.976,90.002,1.509,2.01E-39
MCTS1,ENSG00000232119,41.63,17.1,1.236,2.92E-50
FTH1P7,ENSG00000232187,26.521,1.74,3.328,8.63E-94
IGHV3-43,ENSG00000232216,3.18,0,2.064,1.64E-25
LINC00493,ENSG00000232388,81.362,39.601,1.02,6.36E-32
RP11-14N7.2,ENSG00000232527,10.16,1.17,2.363,3.08E-52
GS1-124K5.12,ENSG00000232559,4.49,1.63,1.062,5.16E-40
HLA-DQB2,ENSG00000232629,8.11,0.14,2.998,2.99E-56
GOLGA8N,ENSG00000232653,3.22,11.86,-1.608,1.08E-44
RP11-400N13.3,ENSG00000232679,1.9,0,1.536,4.44E-35
SLCO4A1-AS1,ENSG00000232803,3.83,0.17,2.045,2.08E-30
PET117,ENSG00000232838,10.34,4.02,1.176,9.66E-48
LINC00342,ENSG00000232931,15.34,6.18,1.186,6.88E-10
SNHG15,ENSG00000232956,23.011,8.25,1.376,1.09E-30
PHGR1,ENSG00000233041,8.65,0.58,2.611,1.08E-20
HOXB-AS3,ENSG00000233101,5.19,0.32,2.229,1.96E-50
GPX1,ENSG00000233276,377.333,40.839,3.177,1.1E-69
GTF2IP4,ENSG00000233369,44.289,19.601,1.136,1.53E-26
HOTAIRM1,ENSG00000233429,6.98,1.42,1.721,1.01E-26
RP11-295G20.2,ENSG00000233461,7.64,1.91,1.57,5.2E-40
RP5-1172A22.1,ENSG00000233521,1.3,0,1.202,2.34E-41
LINC00460,ENSG00000233532,1.35,0,1.233,3.91E-29
LINC01137,ENSG00000233621,7.31,1.51,1.727,5.95E-60
RP11-13P5.2,ENSG00000233682,1.28,0,1.189,2.45E-39
LINC01251,ENSG00000233776,0.08,2.97,-1.878,3.33E-53
LINC01237,ENSG00000233806,0.37,5.77,-2.305,9.74E-64
LINC01503,ENSG00000233901,8.98,0.48,2.753,1.47E-57
MT1XP1,ENSG00000233929,0,1.04,-1.029,3.06E-10
UBE2SP1,ENSG00000233966,1.73,0.1,1.311,1.31E-42
TRIM26,ENSG00000234127,25.291,7.28,1.667,1.85E-59
RNASEH1-AS1,ENSG00000234171,4.31,1.35,1.176,4.18E-51
H2BFS,ENSG00000234289,4.72,0.93,1.567,2.7E-31
LINC01426,ENSG00000234380,1.66,0.16,1.197,1.13E-42
RP5-1108M17.5,ENSG00000234441,0,11.78,-3.676,1.05E-06
MAGI2-AS3,ENSG00000234456,9.25,2.23,1.666,2.36E-30
PINLYP,ENSG00000234465,4.9,0.9,1.635,1.29E-41
RHOXF1P1,ENSG00000234493,0.05,4.07,-2.272,3.59E-82
RPL13AP20,ENSG00000234498,2.66,0.22,1.585,1.87E-59
PTGES3P1,ENSG00000234518,7.57,2.39,1.338,4.08E-37
MAPKAPK5-AS1,ENSG00000234608,25.679,8.77,1.449,3.75E-49
JRK,ENSG00000234616,4.39,1.61,1.046,3.01E-30
HMGN2P5,ENSG00000234664,70.8,17.64,1.946,1.35E-53
RP11-465N4.4,ENSG00000234678,4.73,0.84,1.639,2.77E-41
HLA-B,ENSG00000234745,1432.579,99.85,3.829,1.74E-63
RPL23AP42,ENSG00000234851,1164.826,409.238,1.507,5.34E-35
HNRNPUL2-BSCL2,ENSG00000234857,18.14,7.44,1.181,4.2E-14
SOX9-AS1,ENSG00000234899,2.3,6.46,-1.177,1.94E-27
FABP5P7,ENSG00000234964,29.28,9.98,1.463,1.13E-28
MNX1-AS2,ENSG00000235029,0.88,3.29,-1.19,3.87E-34
TECRP1,ENSG00000235043,5.34,0.74,1.865,8.36E-65
SUMO1P3,ENSG00000235082,3.08,0.35,1.596,1.78E-41
LINC00094,ENSG00000235106,9.66,4.1,1.064,2.55E-37
RP1-60O19.1,ENSG00000235142,10.37,30.279,-1.46,1.88E-13
HGH1,ENSG00000235173,15.67,6.55,1.143,1.47E-40
RPL39P3,ENSG00000235174,470.776,160.085,1.55,7.92E-19
TSPY26P,ENSG00000235217,2.18,0.44,1.143,7.25E-58
SUMO2P1,ENSG00000235238,2.09,0.53,1.014,7.69E-14
ITGA9-AS1,ENSG00000235257,4.45,1.03,1.425,1.74E-48
FAM103A2P,ENSG00000235272,8.37,1.45,1.935,2.62E-38
RP4-639F20.1,ENSG00000235501,3.86,1.31,1.073,3.81E-29
RPS2P7,ENSG00000235508,0.59,3.91,-1.627,9.96E-48
MSC-AS1,ENSG00000235531,4.22,1.41,1.115,1.8E-25
NFAM1,ENSG00000235568,2.51,0.25,1.49,7.88E-40
NUS1P1,ENSG00000235636,2.01,0.46,1.044,8.57E-40
H3F3AP4,ENSG00000235655,245.52,44.47,2.439,5.65E-52
SAPCD1-AS1,ENSG00000235663,2.91,0.85,1.08,3.49E-17
HMGN1P36,ENSG00000235734,1.4,0,1.263,2.08E-49
KIAA0040,ENSG00000235750,18.27,7.51,1.179,7.53E-16
LINC00941,ENSG00000235884,2.34,0.12,1.576,3.97E-33
RP11-215A21.2,ENSG00000236058,2.66,0.29,1.504,6.26E-75
HSPB1P1,ENSG00000236060,6.12,0,2.832,3.24E-58
ZBTB22,ENSG00000236104,10.99,4.38,1.156,8.43E-46
TRHDE-AS1,ENSG00000236333,0.32,4.79,-2.133,2.71E-52
RP11-175B9.3,ENSG00000236439,2.25,12.26,-2.029,9.98E-46
RPL13AP5,ENSG00000236552,117.75,56.269,1.052,1.85E-18
MKLN1-AS,ENSG00000236753,2.33,0.57,1.085,1.24E-35
RP11-96L14.7,ENSG00000236782,3.04,0.38,1.55,8.6E-18
RP11-1008C21.2,ENSG00000236914,1.4,0.2,1,3.61E-49
ZEB1-AS1,ENSG00000237036,5.27,1.2,1.511,5.54E-57
